,Case,Columns,Vectorizer,k,Direction,Exact,Recall,Precision,Time
251,D1,1,smpnet,10,i2q,approx,0.8539325842696629,0.003368794326241135,0.03251028060913086
252,D1,1,st5,1,q2i,exact,0.48314606741573035,0.12684365781710916,0.011157751083374023
253,D1,1,st5,1,i2q,exact,0.6404494382022472,0.02526595744680851,0.015964031219482422
254,D1,1,st5,1,q2i,approx,0.48314606741573035,0.12684365781710916,0.1550893783569336
255,D1,1,st5,1,i2q,approx,0.5168539325842697,0.020390070921985817,0.029224157333374023
256,D1,1,st5,5,q2i,exact,0.651685393258427,0.03421828908554572,0.011858940124511719
257,D1,1,st5,5,i2q,exact,0.7303370786516854,0.00576241134751773,0.023164749145507812
258,D1,1,st5,5,q2i,approx,0.651685393258427,0.03421828908554572,0.15733933448791504
259,D1,1,st5,5,i2q,approx,0.5842696629213483,0.004609929078014184,0.0304105281829834
260,D1,1,st5,10,q2i,exact,0.6629213483146067,0.017404129793510324,0.013216495513916016
261,D1,1,st5,10,i2q,exact,0.7640449438202247,0.0030141843971631206,0.03318333625793457
262,D1,1,st5,10,q2i,approx,0.6629213483146067,0.017404129793510324,0.15894484519958496
263,D1,1,st5,10,i2q,approx,0.6179775280898876,0.0024379432624113476,0.03488612174987793
264,D1,1,sdistilroberta,1,q2i,exact,0.2247191011235955,0.058997050147492625,0.01124119758605957
265,D1,1,sdistilroberta,1,i2q,exact,0.8426966292134831,0.03324468085106383,0.01506662368774414
266,D1,1,sdistilroberta,1,q2i,approx,0.2247191011235955,0.058997050147492625,0.15137076377868652
267,D1,1,sdistilroberta,1,i2q,approx,0.8426966292134831,0.03324468085106383,0.026579618453979492
268,D1,1,sdistilroberta,5,q2i,exact,0.5617977528089888,0.029498525073746312,0.01166081428527832
269,D1,1,sdistilroberta,5,i2q,exact,0.9662921348314607,0.007624113475177305,0.022378921508789062
270,D1,1,sdistilroberta,5,q2i,approx,0.550561797752809,0.028908554572271386,0.15220332145690918
271,D1,1,sdistilroberta,5,i2q,approx,0.9662921348314607,0.007624113475177305,0.028122425079345703
272,D1,1,sdistilroberta,10,q2i,exact,0.7303370786516854,0.019174041297935103,0.013856172561645508
273,D1,1,sdistilroberta,10,i2q,exact,0.9775280898876404,0.003856382978723404,0.032091379165649414
274,D1,1,sdistilroberta,10,q2i,approx,0.7191011235955056,0.01887905604719764,0.15285420417785645
275,D1,1,sdistilroberta,10,i2q,approx,0.9775280898876404,0.003856382978723404,0.031893253326416016
276,D1,1,sminilm,1,q2i,exact,0.16853932584269662,0.04424778761061947,0.007803201675415039
277,D1,1,sminilm,1,i2q,exact,0.6292134831460674,0.024822695035460994,0.01116323471069336
278,D1,1,sminilm,1,q2i,approx,0.16853932584269662,0.04424778761061947,0.07184290885925293
279,D1,1,sminilm,1,i2q,approx,0.6292134831460674,0.024822695035460994,0.01497507095336914
280,D1,1,sminilm,5,q2i,exact,0.34831460674157305,0.018289085545722714,0.00728607177734375
281,D1,1,sminilm,5,i2q,exact,0.8651685393258427,0.006826241134751773,0.018773555755615234
282,D1,1,sminilm,5,q2i,approx,0.33707865168539325,0.017699115044247787,0.07305169105529785
283,D1,1,sminilm,5,i2q,approx,0.8651685393258427,0.006826241134751773,0.016063213348388672
284,D1,1,sminilm,10,q2i,exact,0.4943820224719101,0.012979351032448377,0.009248018264770508
285,D1,1,sminilm,10,i2q,exact,0.9550561797752809,0.0037677304964539005,0.028799772262573242
286,D1,1,sminilm,10,q2i,approx,0.47191011235955055,0.012389380530973451,0.07377505302429199
287,D1,1,sminilm,10,i2q,approx,0.9550561797752809,0.0037677304964539005,0.018163681030273438
288,D1,2,word2vec,1,q2i,exact,0.5842696629213483,0.15339233038348082,0.006421327590942383
289,D1,2,word2vec,1,i2q,exact,0.6741573033707865,0.026595744680851064,0.0107574462890625
290,D1,2,word2vec,1,q2i,approx,0.4044943820224719,0.10619469026548672,0.027967453002929688
291,D1,2,word2vec,1,i2q,approx,0.5955056179775281,0.02349290780141844,0.008344888687133789
292,D1,2,word2vec,5,q2i,exact,0.6853932584269663,0.0359882005899705,0.005744457244873047
293,D1,2,word2vec,5,i2q,exact,0.7752808988764045,0.006117021276595745,0.017786741256713867
