Case,Columns,Vectorizer,Recall,Precision,F1,Matching Time,#Results,Delta
D2,2,bert,0.0,0.0,0.0,0.00020956993103027344,0,0.7499999999999998
D2,2,bert,0.0,0.0,0.0,0.00021219253540039062,0,0.6999999999999997
D2,2,bert,0.0,0.0,0.0,0.00021457672119140625,0,0.6499999999999997
D2,2,bert,0.0,0.0,0.0,0.00021696090698242188,0,0.5999999999999996
D2,2,bert,0.0,0.0,0.0,0.0002193450927734375,0,0.5499999999999996
D2,2,bert,0.0,0.0,0.0,0.0002219676971435547,0,0.4999999999999996
D2,2,bert,0.0,0.0,0.0,0.00022482872009277344,0,0.4499999999999996
D2,2,bert,0.0,0.0,0.0,0.0002269744873046875,0,0.39999999999999963
D2,2,bert,0.0,0.0,0.0,0.0002295970916748047,0,0.34999999999999964
D2,2,bert,0.0,0.0,0.0,0.0002319812774658203,0,0.29999999999999966
D2,2,bert,0.0,0.0,0.0,0.00023436546325683594,0,0.24999999999999967
D2,2,bert,0.0,0.0,0.0,0.0002448558807373047,1,0.19999999999999968
D2,2,bert,0.041821561338289966,0.2922077922077922,0.07317073170731708,0.0029191970825195312,154,0.1499999999999997
D2,2,bert,0.15613382899628253,0.1794871794871795,0.16699801192842942,1.332094669342041,936,0.09999999999999969
D2,2,bert,0.1570631970260223,0.1570631970260223,0.1570631970260223,2.5382118225097656,1076,0.049999999999999684
D2,2,distilbert,0.0,0.0,0.0,0.0001971721649169922,0,0.95
D2,2,distilbert,0.0,0.0,0.0,0.00020432472229003906,0,0.8999999999999999
D2,2,distilbert,0.0,0.0,0.0,0.00020742416381835938,0,0.8499999999999999
D2,2,distilbert,0.0,0.0,0.0,0.00021004676818847656,0,0.7999999999999998
D2,2,distilbert,0.0,0.0,0.0,0.0002124309539794922,0,0.7499999999999998
D2,2,distilbert,0.0,0.0,0.0,0.00021505355834960938,0,0.6999999999999997
D2,2,distilbert,0.0,0.0,0.0,0.000217437744140625,0,0.6499999999999997
D2,2,distilbert,0.0,0.0,0.0,0.00021982192993164062,0,0.5999999999999996
D2,2,distilbert,0.0,0.0,0.0,0.00022220611572265625,0,0.5499999999999996
D2,2,distilbert,0.0,0.0,0.0,0.00022459030151367188,0,0.4999999999999996
D2,2,distilbert,0.0,0.0,0.0,0.00022721290588378906,0,0.4499999999999996
D2,2,distilbert,0.0,0.0,0.0,0.00022935867309570312,0,0.39999999999999963
D2,2,distilbert,0.0,0.0,0.0,0.0002319812774658203,0,0.34999999999999964
D2,2,distilbert,0.0027881040892193307,0.3333333333333333,0.005529953917050691,0.0002911090850830078,9,0.29999999999999966
D2,2,distilbert,0.02695167286245353,0.21641791044776118,0.04793388429752066,0.002819061279296875,134,0.24999999999999967
D2,2,distilbert,0.08736059479553904,0.1709090909090909,0.11562115621156212,0.13872647285461426,550,0.19999999999999968
D2,2,distilbert,0.12267657992565056,0.13836477987421383,0.13004926108374384,1.807438611984253,954,0.1499999999999997
D2,2,distilbert,0.12639405204460966,0.1267474370922647,0.12657049790600278,2.5546493530273438,1073,0.09999999999999969
D2,2,distilbert,0.12639405204460966,0.12639405204460966,0.12639405204460966,2.554858446121216,1076,0.049999999999999684
D2,2,roberta,0.0,0.0,0.0,0.00019216537475585938,0,0.95
D2,2,roberta,0.0,0.0,0.0,0.0001990795135498047,0,0.8999999999999999
D2,2,roberta,0.0,0.0,0.0,0.000202178955078125,0,0.8499999999999999
D2,2,roberta,0.0,0.0,0.0,0.00020456314086914062,0,0.7999999999999998
D2,2,roberta,0.0,0.0,0.0,0.0002071857452392578,0,0.7499999999999998
D2,2,roberta,0.0009293680297397769,1.0,0.0018570102135561746,0.00021839141845703125,1,0.6999999999999997
D2,2,roberta,0.012081784386617101,0.40625,0.023465703971119134,0.0008320808410644531,32,0.6499999999999997
D2,2,roberta,0.06133828996282528,0.24,0.09770540340488526,0.05237007141113281,275,0.5999999999999996
D2,2,roberta,0.1412639405204461,0.20132450331125828,0.16602949208083015,0.7705352306365967,755,0.5499999999999996
D2,2,roberta,0.16728624535315986,0.17408123791102514,0.17061611374407584,2.3867108821868896,1034,0.4999999999999996
D2,2,roberta,0.1691449814126394,0.16945996275605213,0.16930232558139535,2.548448085784912,1074,0.4499999999999996
D2,2,roberta,0.1691449814126394,0.1691449814126394,0.1691449814126394,2.550748825073242,1076,0.39999999999999963
D2,2,xlnet,0.0,0.0,0.0,0.00019693374633789062,0,0.95
D2,2,xlnet,0.0,0.0,0.0,0.00020456314086914062,0,0.8999999999999999
D2,2,xlnet,0.0,0.0,0.0,0.0002071857452392578,0,0.8499999999999999
